"Time","Temp Avg","Temp Low","Temp High","Heat Index","Wind Chill","Temp (Day) Low","Temp (Day) High","Hum Avg","Hum Low","Hum High","Dew Point","Hum (Day) Low","Hum (Day) High","Baro Avg","Baro Low","Baro High","Baro (Day) Low","Baro (Day) High","Windspeed","Wind Direction","Gust","Gust Direction","Gust (Day) Max","Gust (Day) Direction","Leaf Wetness (Minutes)","Leaf Wetness (Day)","Solar Radiation Avg","Solar Radiation Sum (Interval)","Solar Radiation Sum (Day)","Interval Precip","Day Precip","Inside Temp Avg","Inside Temp Low","Inside Temp High","Inside Temp (Day) Low","Inside Temp (Day) High","Station Voltage","UV Index"
"2021-07-18 10:39:00","63.7","63.7","63.7","63.7","63.7","63.1","68.9","93","93","93","61.6","81","93","30.08","30.08","30.08","30.06","30.12","0.0","6","0.0","45","11.0","45",,,,,,"0.00","1.06","68.0","68.0","68.0","65.0","68.0","6.6",
"2021-07-18 10:40:00","63.7","63.7","63.7","63.7","63.7","63.1","68.9","93","93","93","61.6","81","93","30.08","30.08","30.08","30.06","30.12","0.7","360","2.2","45","11.0","45",,,,,,"0.00","1.06","68.0","68.0","68.0","65.0","68.0","6.6",
"2021-07-18 10:41:00","63.7","63.7","63.7","63.7","63.7","63.1","68.9","93","93","93","61.6","81","93","30.08","30.08","30.08","30.06","30.12","0.0","360","0.0","45","11.0","45",,,,,,"0.00","1.06","68.0","68.0","68.0","65.0","68.0","6.6",
"2021-07-18 10:42:00","63.8","63.7","63.8","63.8","63.8","63.1","68.9","93","93","93","61.7","81","93","30.08","30.08","30.08","30.06","30.12","0.0","360","0.0","45","11.0","45",,,,,,"0.00","1.06","68.0","68.0","68.0","65.0","68.0","6.6",
"2021-07-18 10:43:00","63.9","63.8","63.8","63.9","63.9","63.1","68.9","93","93","93","61.8","81","93","30.08","30.08","30.08","30.06","30.12","0.0","360","0.0","45","11.0","45",,,,,,"0.00","1.06","67.0","67.0","67.0","65.0","68.0","6.6",
"2021-07-18 10:44:00","63.9","63.8","64.0","63.9","63.9","63.1","68.9","93","93","93","61.8","81","93","30.08","30.08","30.08","30.06","30.12","0.0","360","0.0","45","11.0","45",,,,,,"0.00","1.06","67.0","67.0","67.0","65.0","68.0","6.6",
"2021-07-18 10:45:00","64.0","64.0","64.0","64.0","64.0","63.1","68.9","93","93","93","61.9","81","93","30.08","30.08","30.08","30.06","30.12","0.2","360","1.3","45","11.0","45",,,,,,"0.00","1.06","67.0","67.0","67.0","65.0","68.0","6.6",
"2021-07-18 10:46:00","64.0","64.0","64.0","64.0","64.0","63.1","68.9","93","93","93","61.9","81","93","30.08","30.08","30.08","30.06","30.12","1.1","16","1.8","45","11.0","45",,,,,,"0.00","1.06","66.0","66.0","66.0","65.0","68.0","6.6",
"2021-07-18 10:47:00","64.0","64.0","64.0","64.0","64.0","63.1","68.9","93","93","93","61.9","81","93","30.08","30.08","30.08","30.06","30.12","1.8","44","2.7","45","11.0","45",,,,,,"0.00","1.06","66.0","66.0","66.0","65.0","68.0","6.6",
"2021-07-18 10:48:00","64.0","64.0","64.0","64.0","64.0","63.1","68.9","93","93","93","61.9","81","93","30.08","30.08","30.08","30.06","30.12","1.5","45","3.5","45","11.0","45",,,,,,"0.00","1.06","66.0","66.0","66.0","65.0","68.0","6.6",
"2021-07-18 10:49:00","64.0","64.0","64.0","64.0","64.0","63.1","68.9","93","93","93","61.9","81","93","30.08","30.08","30.08","30.06","30.12","0.8","39","1.8","45","11.0","45",,,,,,"0.00","1.06","66.0","66.0","66.0","65.0","68.0","6.6",
"2021-07-18 10:50:00","64.0","64.0","64.0","64.0","64.0","63.1","68.9","93","93","93","61.9","81","93","30.08","30.08","30.08","30.06","30.12","0.4","22","1.8","45","11.0","45",,,,,,"0.00","1.06","66.0","66.0","66.0","65.0","68.0","6.6",
"2021-07-18 10:51:00","64.0","64.0","64.0","64.0","64.0","63.1","68.9","93","93","93","61.9","81","93","30.08","30.08","30.08","30.06","30.12","0.5","41","2.6","45","11.0","45",,,,,,"0.00","1.06","66.0","66.0","66.0","65.0","68.0","6.6",
"2021-07-18 10:52:00","64.0","64.0","64.0","64.0","64.0","63.1","68.9","93","93","93","61.9","81","93","30.08","30.08","30.08","30.06","30.12","1.4","37","4.2","45","11.0","45",,,,,,"0.00","1.06","66.0","66.0","66.0","65.0","68.0","6.6",
"2021-07-18 10:53:00","64.0","64.0","64.0","64.0","64.0","63.1","68.9","93","93","93","61.9","81","93","30.08","30.08","30.08","30.06","30.12","1.5","360","4.0","45","11.0","45",,,,,,"0.00","1.06","66.0","66.0","66.0","65.0","68.0","6.6",
"2021-07-18 10:54:00","64.0","64.0","64.0","64.0","64.0","63.1","68.9","93","93","93","61.9","81","93","30.08","30.08","30.08","30.06","30.12","2.1","42","4.0","45","11.0","45",,,,,,"0.00","1.06","66.0","66.0","66.0","65.0","68.0","6.6",
"2021-07-18 10:55:00","64.0","64.0","64.0","64.0","64.0","63.1","68.9","93","93","93","61.9","81","93","30.08","30.08","30.08","30.06","30.12","1.1","44","2.1","45","11.0","45",,,,,,"0.00","1.06","66.9","66.0","66.0","65.0","68.0","6.6",
"2021-07-18 10:56:00","64.0","64.0","64.0","64.0","64.0","63.1","68.9","93","93","93","61.9","81","93","30.08","30.08","30.08","30.06","30.12","2.4","356","4.9","45","11.0","45",,,,,,"0.00","1.06","67.0","67.0","67.0","65.0","68.0","6.7",
"2021-07-18 10:57:00","64.0","64.0","64.0","64.0","64.0","63.1","68.9","93","93","93","61.9","81","93","30.08","30.08","30.08","30.06","30.12","0.8","1","3.0","45","11.0","45",,,,,,"0.00","1.06","67.0","67.0","67.0","65.0","68.0","6.7",
"2021-07-18 10:58:00","64.0","64.0","64.0","64.0","64.0","63.1","68.9","93","93","93","61.9","81","93","30.07","30.08","30.07","30.06","30.12","1.7","44","3.5","45","11.0","45",,,,,,"0.00","1.06","67.0","67.0","67.0","65.0","68.0","6.7",
"2021-07-18 10:59:00","64.0","64.0","64.0","64.0","64.0","63.1","68.9","93","93","93","61.9","81","93","30.07","30.07","30.07","30.06","30.12","3.8","45","6.2","45","11.0","45",,,,,,"0.00","1.06","67.0","67.0","67.0","65.0","68.0","6.7",
"2021-07-18 11:00:00","64.0","64.0","64.0","64.0","64.0","63.1","68.9","93","93","93","61.9","81","93","30.07","30.07","30.07","30.06","30.12","2.6","36","4.4","45","11.0","45",,,,,,"0.00","1.06","67.0","67.0","67.0","65.0","68.0","6.7",
"2021-07-18 11:01:00","64.0","64.0","64.0","64.0","64.0","63.1","68.9","93","93","93","61.9","81","93","30.07","30.07","30.07","30.06","30.12","1.9","45","3.2","45","11.0","45",,,,,,"0.00","1.06","67.9","67.0","67.0","65.0","68.0","6.7",
"2021-07-18 11:02:00","64.0","64.0","64.0","64.0","64.0","63.1","68.9","93","93","93","61.9","81","93","30.07","30.07","30.07","30.06","30.12","1.5","32","3.2","45","11.0","45",,,,,,"0.00","1.06","68.0","68.0","68.0","65.0","68.0","6.7",
"2021-07-18 11:03:00","64.1","64.0","64.2","64.1","64.1","63.1","68.9","93","93","93","62.0","81","93","30.07","30.07","30.07","30.06","30.12","1.5","20","4.7","45","11.0","45",,,,,,"0.00","1.06","68.0","68.0","68.0","65.0","68.0","6.7",
"2021-07-18 11:04:00","64.2","64.2","64.2","64.2","64.2","63.1","68.9","93","93","93","62.1","81","93","30.07","30.07","30.07","30.06","30.12","0.9","10","2.2","45","11.0","45",,,,,,"0.00","1.06","68.0","68.0","68.0","65.0","68.0","6.7",
"2021-07-18 11:05:00","64.2","64.2","64.2","64.2","64.2","63.1","68.9","93","93","93","62.1","81","93","30.07","30.07","30.07","30.06","30.12","1.4","350","3.2","45","11.0","45",,,,,,"0.00","1.06","68.0","68.0","68.0","65.0","68.0","6.7",
"2021-07-18 11:06:00","64.2","64.2","64.2","64.2","64.2","63.1","68.9","93","93","93","62.1","81","93","30.07","30.07","30.07","30.06","30.12","1.3","20","3.0","45","11.0","45",,,,,,"0.00","1.06","68.0","68.0","68.0","65.0","68.0","6.7",
"2021-07-18 11:07:00","64.2","64.2","64.2","64.2","64.2","63.1","68.9","93","93","93","62.1","81","93","30.07","30.07","30.07","30.06","30.12","2.7","43","4.0","45","11.0","45",,,,,,"0.00","1.06","68.0","68.0","68.0","65.0","68.0","6.7",
"2021-07-18 11:08:00","64.2","64.2","64.2","64.2","64.2","63.1","68.9","93","93","93","62.1","81","93","30.07","30.07","30.07","30.06","30.12","1.6","15","5.7","45","11.0","45",,,,,,"0.00","1.06","68.0","68.0","68.0","65.0","68.0","6.7",
"2021-07-18 11:09:00","64.3","64.2","64.4","64.3","64.3","63.1","68.9","93","93","93","62.2","81","93","30.07","30.07","30.07","30.06","30.12","2.1","9","4.2","45","11.0","45",,,,,,"0.00","1.06","67.0","67.0","67.0","65.0","68.0","6.7",
"2021-07-18 11:10:00","64.4","64.4","64.4","64.4","64.4","63.1","68.9","93","93","93","62.3","81","93","30.07","30.07","30.07","30.06","30.12","2.0","26","3.7","45","11.0","45",,,,,,"0.00","1.06","67.0","67.0","67.0","65.0","68.0","6.7",
"2021-07-18 11:11:00","64.4","64.4","64.4","64.4","64.4","63.1","68.9","93","93","93","62.3","81","93","30.07","30.07","30.07","30.06","30.12","0.7","25","1.8","45","11.0","45",,,,,,"0.00","1.06","67.0","67.0","67.0","65.0","68.0","6.7",
"2021-07-18 11:12:00","64.4","64.4","64.4","64.4","64.4","63.1","68.9","93","93","93","62.3","81","93","30.07","30.07","30.07","30.06","30.12","2.0","32","4.0","45","11.0","45",,,,,,"0.00","1.06","66.0","66.0","66.0","65.0","68.0","6.7",
"2021-07-18 11:13:00","64.4","64.4","64.4","64.4","64.4","63.1","68.9","93","93","93","62.3","81","93","30.07","30.07","30.07","30.06","30.12","2.8","44","4.7","45","11.0","45",,,,,,"0.00","1.06","66.0","66.0","66.0","65.0","68.0","6.7",
"2021-07-18 11:14:00","64.4","64.4","64.4","64.4","64.4","63.1","68.9","93","93","93","62.3","81","93","30.07","30.07","30.07","30.06","30.12","4.8","42","7.2","45","11.0","45",,,,,,"0.00","1.06","66.0","66.0","66.0","65.0","68.0","6.7",
"2021-07-18 11:15:00","64.4","64.4","64.4","64.4","64.4","63.1","68.9","93","93","93","62.3","81","93","30.07","30.07","30.07","30.06","30.12","3.1","38","4.9","45","11.0","45",,,,,,"0.00","1.06","66.0","66.0","66.0","65.0","68.0","6.7",
"2021-07-18 11:16:00","64.4","64.4","64.4","64.4","64.4","63.1","68.9","93","93","93","62.3","81","93","30.07","30.07","30.07","30.06","30.12","3.6","45","5.7","45","11.0","45",,,,,,"0.00","1.06","66.0","66.0","66.0","65.0","68.0","6.7",
"2021-07-18 11:17:00","64.4","64.4","64.4","64.4","64.4","63.1","68.9","93","93","93","62.3","81","93","30.07","30.07","30.07","30.06","30.12","4.2","37","7.2","45","11.0","45",,,,,,"0.00","1.06","66.0","66.0","66.0","65.0","68.0","6.7",
"2021-07-18 11:18:00","64.4","64.4","64.4","64.4","64.4","63.1","68.9","93","93","93","62.3","81","93","30.07","30.07","30.07","30.06","30.12","2.8","37","4.9","45","11.0","45",,,,,,"0.00","1.06","66.0","66.0","66.0","65.0","68.0","6.7",
"2021-07-18 11:19:00","64.4","64.4","64.4","64.4","64.4","63.1","68.9","93","93","93","62.3","81","93","30.07","30.07","30.07","30.06","30.12","2.3","20","3.7","45","11.0","45",,,,,,"0.00","1.06","66.9","66.0","66.0","65.0","68.0","6.7",
"2021-07-18 11:20:00","64.4","64.4","64.4","64.4","64.4","63.1","68.9","93","93","93","62.3","81","93","30.07","30.07","30.07","30.06","30.12","2.4","23","4.7","45","11.0","45",,,,,,"0.00","1.06","67.0","67.0","67.0","65.0","68.0","6.7",
"2021-07-18 11:21:00","64.4","64.4","64.4","64.4","64.4","63.1","68.9","93","93","93","62.3","81","93","30.07","30.07","30.07","30.06","30.12","1.3","15","2.2","45","11.0","45",,,,,,"0.00","1.06","67.0","67.0","67.0","65.0","68.0","6.7",
"2021-07-18 11:22:00","64.4","64.4","64.4","64.4","64.4","63.1","68.9","93","93","93","62.3","81","93","30.07","30.07","30.07","30.06","30.12","1.7","18","3.2","45","11.0","45",,,,,,"0.00","1.06","67.0","67.0","67.0","65.0","68.0","6.7",
"2021-07-18 11:23:00","64.4","64.4","64.4","64.4","64.4","63.1","68.9","93","93","93","62.3","81","93","30.07","30.07","30.07","30.06","30.12","0.8","360","2.1","45","11.0","45",,,,,,"0.00","1.06","67.0","67.0","67.0","65.0","68.0","6.7",
"2021-07-18 11:24:00","64.4","64.4","64.4","64.4","64.4","63.1","68.9","93","93","93","62.3","81","93","30.07","30.07","30.07","30.06","30.12","2.3","360","6.2","45","11.0","45",,,,,,"0.00","1.06","67.0","67.0","67.0","65.0","68.0","6.7",
"2021-07-18 11:25:00","64.4","64.4","64.4","64.4","64.4","63.1","68.9","93","93","93","62.3","81","93","30.07","30.07","30.07","30.06","30.12","1.6","14","2.7","45","11.0","45",,,,,,"0.00","1.06","67.9","67.0","67.0","65.0","68.0","6.7",
"2021-07-18 11:26:00","64.4","64.4","64.4","64.4","64.4","63.1","68.9","93","93","93","62.3","81","93","30.07","30.07","30.07","30.06","30.12","3.1","46","6.2","45","11.0","45",,,,,,"0.00","1.06","68.0","68.0","68.0","65.0","68.0","6.7",
"2021-07-18 11:27:00","64.4","64.4","64.4","64.4","64.4","63.1","68.9","93","93","93","62.3","81","93","30.07","30.07","30.07","30.06","30.12","4.3","26","6.0","45","11.0","45",,,,,,"0.00","1.06","68.0","68.0","68.0","65.0","68.0","6.8",
"2021-07-18 11:28:00","64.4","64.4","64.5","64.4","64.4","63.1","68.9","93","93","93","62.3","81","93","30.07","30.07","30.07","30.06","30.12","2.4","11","5.0","45","11.0","45",,,,,,"0.00","1.06","68.0","68.0","68.0","65.0","68.0","6.7",
"2021-07-18 11:29:00","64.5","64.5","64.5","64.5","64.5","63.1","68.9","93","93","93","62.4","81","93","30.07","30.07","30.07","30.06","30.12","3.2","26","7.9","45","11.0","45",,,,,,"0.00","1.06","68.0","68.0","68.0","65.0","68.0","6.8",
"2021-07-18 11:30:00","64.5","64.5","64.5","64.5","64.5","63.1","68.9","93","93","93","62.4","81","93","30.07","30.07","30.07","30.06","30.12","3.2","20","8.1","45","11.0","45",,,,,,"0.00","1.06","68.0","68.0","68.0","65.0","68.0","6.8",
"2021-07-18 11:31:00","64.4","64.4","64.5","64.4","64.4","63.1","68.9","93","93","93","62.3","81","93","30.07","30.07","30.07","30.06","30.12","3.3","43","5.7","45","11.0","45",,,,,,"0.00","1.06","68.0","68.0","68.0","65.0","68.0","6.8",
"2021-07-18 11:32:00","64.4","64.4","64.4","64.4","64.4","63.1","68.9","93","93","93","62.3","81","93","30.07","30.07","30.07","30.06","30.12","2.3","37","4.0","45","11.0","45",,,,,,"0.00","1.06","68.0","68.0","68.0","65.0","68.0","6.8",
"2021-07-18 11:33:00","64.4","64.4","64.5","64.4","64.4","63.1","68.9","93","93","93","62.3","81","93","30.07","30.07","30.07","30.06","30.12","3.5","45","5.4","45","11.0","45",,,,,,"0.00","1.06","67.0","67.0","67.0","65.0","68.0","6.8",
"2021-07-18 11:34:00","64.5","64.5","64.5","64.5","64.5","63.1","68.9","93","93","93","62.4","81","93","30.07","30.07","30.07","30.06","30.12","3.2","42","6.5","45","11.0","45",,,,,,"0.00","1.06","67.0","67.0","67.0","65.0","68.0","6.8",
"2021-07-18 11:35:00","64.5","64.5","64.5","64.5","64.5","63.1","68.9","93","93","93","62.4","81","93","30.07","30.07","30.07","30.06","30.12","3.1","45","6.0","45","11.0","45",,,,,,"0.00","1.06","66.0","66.0","66.0","65.0","68.0","6.8",
"2021-07-18 11:36:00","64.5","64.5","64.5","64.5","64.5","63.1","68.9","93","93","93","62.4","81","93","30.07","30.07","30.07","30.06","30.12","3.9","44","6.7","45","11.0","45",,,,,,"0.00","1.06","66.0","66.0","66.0","65.0","68.0","6.8",
"2021-07-18 11:37:00","64.5","64.5","64.5","64.5","64.5","63.1","68.9","93","93","93","62.4","81","93","30.06","30.07","30.06","30.06","30.12","3.8","41","5.4","45","11.0","45",,,,,,"0.00","1.06","66.0","66.0","66.0","65.0","68.0","6.8",
"2021-07-18 11:38:00","64.5","64.5","64.5","64.5","64.5","63.1","68.9","93","93","93","62.4","81","93","30.06","30.06","30.06","30.06","30.12","3.2","37","7.5","45","11.0","45",,,,,,"0.00","1.06","65.0","65.0","65.0","65.0","68.0","6.8",
"2021-07-18 11:39:00","64.5","64.5","64.5","64.5","64.5","63.1","68.9","93","93","93","62.4","81","93","30.06","30.06","30.06","30.06","30.12","5.0","45","7.5","45","11.0","45",,,,,,"0.00","1.06","65.0","65.0","65.0","65.0","68.0","6.8",
"2021-07-18 11:40:00","64.5","64.5","64.5","64.5","64.5","63.1","68.9","93","93","93","62.4","81","93","30.06","30.06","30.06","30.06","30.12","2.8","46","4.9","45","11.0","45",,,,,,"0.00","1.06","65.0","65.0","65.0","65.0","68.0","6.8",
"2021-07-18 11:41:00","64.6","64.5","64.7","64.6","64.6","63.1","68.9","93","93","93","62.5","81","93","30.06","30.06","30.06","30.06","30.12","1.8","24","4.0","45","11.0","45",,,,,,"0.00","1.06","65.9","65.0","65.0","65.0","68.0","6.8",
"2021-07-18 11:42:00","64.7","64.7","64.7","64.7","64.7","63.1","68.9","93","93","93","62.6","81","93","30.06","30.06","30.06","30.06","30.12","3.3","37","6.2","45","11.0","45",,,,,,"0.00","1.06","66.0","66.0","66.0","65.0","68.0","6.8",
"2021-07-18 11:43:00","64.7","64.7","64.7","64.7","64.7","63.1","68.9","93","93","93","62.6","81","93","30.06","30.06","30.06","30.06","30.12","2.6","48","4.2","45","11.0","45",,,,,,"0.00","1.06","66.0","66.0","66.0","65.0","68.0","6.8",
"2021-07-18 11:44:00","64.7","64.7","64.7","64.7","64.7","63.1","68.9","93","93","93","62.6","81","93","30.06","30.06","30.06","30.06","30.12","2.9","44","4.7","45","11.0","45",,,,,,"0.00","1.06","66.0","66.0","66.0","65.0","68.0","6.8",
"2021-07-18 11:45:00","64.7","64.7","64.7","64.7","64.7","63.1","68.9","93","93","93","62.6","81","93","30.06","30.06","30.06","30.06","30.12","3.3","42","7.0","45","11.0","45",,,,,,"0.00","1.06","66.0","66.0","66.0","65.0","68.0","6.8",
"2021-07-18 11:46:00","64.7","64.7","64.7","64.7","64.7","63.1","68.9","93","93","93","62.6","81","93","30.06","30.06","30.06","30.06","30.12","4.6","37","7.7","45","11.0","45",,,,,,"0.00","1.06","66.9","66.0","66.0","65.0","68.0","6.8",
"2021-07-18 11:47:00","64.7","64.7","64.7","64.7","64.7","63.1","68.9","93","93","93","62.6","81","93","30.06","30.06","30.06","30.06","30.12","3.7","40","7.2","45","11.0","45",,,,,,"0.00","1.06","67.0","67.0","67.0","65.0","68.0","6.8",
"2021-07-18 11:48:00","64.7","64.7","64.7","64.7","64.7","63.1","68.9","92","92","93","62.3","81","93","30.06","30.06","30.06","30.06","30.12","5.6","42","7.2","45","11.0","45",,,,,,"0.00","1.06","67.0","67.0","67.0","65.0","68.0","6.8",
"2021-07-18 11:49:00","64.7","64.7","64.7","64.7","64.7","63.1","68.9","92","92","92","62.3","81","93","30.06","30.06","30.06","30.06","30.12","4.8","43","7.0","45","11.0","45",,,,,,"0.00","1.06","67.0","67.0","67.0","65.0","68.0","6.8",
"2021-07-18 11:50:00","64.7","64.7","64.7","64.7","64.7","63.1","68.9","92","92","92","62.3","81","93","30.06","30.06","30.06","30.06","30.12","1.7","22","4.4","45","11.0","45",,,,,,"0.00","1.06","67.0","67.0","67.0","65.0","68.0","6.8",
"2021-07-18 11:51:00","64.7","64.7","64.7","64.7","64.7","63.1","68.9","92","92","92","62.3","81","93","30.06","30.06","30.06","30.06","30.12","3.7","42","5.5","45","11.0","45",,,,,,"0.00","1.06","67.9","67.0","67.0","65.0","68.0","6.8",
"2021-07-18 11:52:00","64.7","64.7","64.7","64.7","64.7","63.1","68.9","92","92","92","62.3","81","93","30.06","30.06","30.06","30.06","30.12","3.5","42","5.4","45","11.0","45",,,,,,"0.00","1.06","68.0","68.0","68.0","65.0","68.0","6.8",
"2021-07-18 11:53:00","64.7","64.7","64.7","64.7","64.7","63.1","68.9","92","92","92","62.3","81","93","30.06","30.06","30.06","30.06","30.12","2.4","38","4.7","45","11.0","45",,,,,,"0.00","1.06","68.0","68.0","68.0","65.0","68.0","6.8",
"2021-07-18 11:54:00","64.7","64.7","64.7","64.7","64.7","63.1","68.9","92","92","92","62.3","81","93","30.06","30.06","30.06","30.06","30.12","1.6","35","4.0","45","11.0","45",,,,,,"0.00","1.06","68.0","68.0","68.0","65.0","68.0","6.8",
"2021-07-18 11:55:00","64.7","64.7","64.7","64.7","64.7","63.1","68.9","92","92","92","62.3","81","93","30.06","30.06","30.06","30.06","30.12","4.2","39","8.5","45","11.0","45",,,,,,"0.00","1.06","68.0","68.0","68.0","65.0","68.0","6.8",
"2021-07-18 11:56:00","64.7","64.7","64.7","64.7","64.7","63.1","68.9","92","92","92","62.3","81","93","30.06","30.06","30.06","30.06","30.12","4.3","39","6.2","45","11.0","45",,,,,,"0.00","1.06","68.0","68.0","68.0","65.0","68.0","6.8",
"2021-07-18 11:57:00","64.7","64.7","64.7","64.7","64.7","63.1","68.9","92","92","92","62.3","81","93","30.06","30.06","30.06","30.06","30.12","3.5","36","5.4","45","11.0","45",,,,,,"0.00","1.06","68.0","68.0","68.0","65.0","68.0","6.8",
"2021-07-18 11:58:00","64.7","64.7","64.7","64.7","64.7","63.1","68.9","92","92","92","62.3","81","93","30.06","30.06","30.06","30.06","30.12","2.0","34","4.2","45","11.0","45",,,,,,"0.00","1.06","68.0","68.0","68.0","65.0","68.0","6.8",
"2021-07-18 11:59:00","64.8","64.7","64.9","64.8","64.8","63.1","68.9","92","92","92","62.4","81","93","30.06","30.06","30.06","30.06","30.12","2.4","45","4.4","45","11.0","45",,,,,,"0.00","1.06","67.0","67.0","67.0","65.0","68.0","6.8",
"2021-07-18 12:00:00","64.9","64.9","64.9","64.9","64.9","63.1","68.9","92","92","92","62.5","81","93","30.06","30.06","30.06","30.06","30.12","2.9","38","5.0","45","11.0","45",,,,,,"0.00","1.06","67.0","67.0","67.0","65.0","68.0","6.8",
"2021-07-18 12:01:00","64.9","64.9","64.9","64.9","64.9","63.1","68.9","92","92","92","62.5","81","93","30.06","30.06","30.06","30.06","30.12","2.4","16","4.4","45","11.0","45",,,,,,"0.00","1.06","67.0","67.0","67.0","65.0","68.0","6.8",
"2021-07-18 12:02:00","64.9","64.9","64.9","64.9","64.9","63.1","68.9","92","92","92","62.5","81","93","30.06","30.06","30.06","30.06","30.12","2.4","22","6.7","45","11.0","45",,,,,,"0.00","1.06","67.0","67.0","67.0","65.0","68.0","6.8",
"2021-07-18 12:03:00","64.9","64.9","64.9","64.9","64.9","63.1","68.9","92","92","92","62.5","81","93","30.06","30.06","30.06","30.06","30.12","4.1","29","7.2","45","11.0","45",,,,,,"0.00","1.06","66.0","66.0","66.0","65.0","68.0","6.8",
"2021-07-18 12:04:00","64.9","64.9","64.9","64.9","64.9","63.1","68.9","92","92","92","62.5","81","93","30.05","30.06","30.05","30.05","30.12","2.1","34","4.0","45","11.0","45",,,,,,"0.00","1.06","66.0","66.0","66.0","65.0","68.0","6.8",
"2021-07-18 12:05:00","64.9","64.9","64.9","64.9","64.9","63.1","68.9","92","92","92","62.5","81","93","30.05","30.05","30.05","30.05","30.12","2.5","39","4.4","45","11.0","45",,,,,,"0.00","1.06","66.0","66.0","66.0","65.0","68.0","6.8",
"2021-07-18 12:06:00","64.9","64.9","64.9","64.9","64.9","63.1","68.9","92","92","92","62.5","81","93","30.05","30.06","30.05","30.05","30.12","1.8","35","3.2","45","11.0","45",,,,,,"0.00","1.06","65.0","65.0","65.0","65.0","68.0","6.8",
"2021-07-18 12:07:00","64.9","64.9","64.9","64.9","64.9","63.1","68.9","92","92","92","62.5","81","93","30.06","30.06","30.06","30.05","30.12","1.5","35","3.5","45","11.0","45",,,,,,"0.00","1.06","65.0","65.0","65.0","65.0","68.0","6.8",
"2021-07-18 12:08:00","64.9","64.9","64.9","64.9","64.9","63.1","68.9","92","92","92","62.5","81","93","30.05","30.06","30.05","30.05","30.12","4.3","32","7.2","45","11.0","45",,,,,,"0.00","1.06","65.9","65.0","65.0","65.0","68.0","6.8",
"2021-07-18 12:09:00","64.9","64.9","64.9","64.9","64.9","63.1","68.9","92","92","92","62.5","81","93","30.05","30.06","30.05","30.05","30.12","3.6","32","7.2","45","11.0","45",,,,,,"0.00","1.06","66.0","66.0","66.0","65.0","68.0","6.8",
"2021-07-18 12:10:00","64.9","64.9","64.9","64.9","64.9","63.1","68.9","92","92","92","62.5","81","93","30.05","30.06","30.05","30.05","30.12","2.5","30","4.4","45","11.0","45",,,,,,"0.00","1.06","66.0","66.0","66.0","65.0","68.0","6.8",
"2021-07-18 12:11:00","64.9","64.9","65.0","64.9","64.9","63.1","68.9","92","92","92","62.5","81","93","30.05","30.05","30.05","30.05","30.12","3.1","36","4.9","45","11.0","45",,,,,,"0.00","1.06","66.0","66.0","66.0","65.0","68.0","6.9",
"2021-07-18 12:12:00","65.0","65.0","65.0","65.0","65.0","63.1","68.9","92","92","92","62.6","81","93","30.05","30.05","30.05","30.05","30.12","1.7","21","4.0","45","11.0","45",,,,,,"0.00","1.06","66.0","66.0","66.0","65.0","68.0","6.8",
"2021-07-18 12:13:00","65.0","65.0","65.0","65.0","65.0","63.1","68.9","92","92","92","62.6","81","93","30.05","30.05","30.05","30.05","30.12","2.2","25","4.4","45","11.0","45",,,,,,"0.00","1.06","66.9","66.0","66.0","65.0","68.0","6.8",
"2021-07-18 12:14:00","65.0","65.0","65.0","65.0","65.0","63.1","68.9","92","92","92","62.6","81","93","30.05","30.05","30.05","30.05","30.12","3.0","31","5.4","45","11.0","45",,,,,,"0.00","1.06","67.0","67.0","67.0","65.0","68.0","6.8",
"2021-07-18 12:15:00","65.0","65.0","65.0","65.0","65.0","63.1","68.9","92","92","92","62.6","81","93","30.05","30.05","30.05","30.05","30.12","2.0","24","4.2","45","11.0","45",,,,,,"0.00","1.06","67.0","67.0","67.0","65.0","68.0","6.8",
"2021-07-18 12:16:00","65.0","65.0","65.0","65.0","65.0","63.1","68.9","92","92","92","62.6","81","93","30.05","30.05","30.05","30.05","30.12","1.4","360","3.5","45","11.0","45",,,,,,"0.00","1.06","67.0","67.0","67.0","65.0","68.0","6.8",
"2021-07-18 12:17:00","65.1","65.0","65.2","65.1","65.1","63.1","68.9","92","92","92","62.7","81","93","30.05","30.05","30.05","30.05","30.12","0.7","14","2.6","45","11.0","45",,,,,,"0.00","1.06","67.0","67.0","67.0","65.0","68.0","6.8",
"2021-07-18 12:18:00","65.2","65.2","65.2","65.2","65.2","63.1","68.9","92","92","92","62.8","81","93","30.05","30.05","30.05","30.05","30.12","1.7","16","3.5","45","11.0","45",,,,,,"0.00","1.06","67.0","67.0","67.0","65.0","68.0","6.8",
"2021-07-18 12:19:00","65.2","65.2","65.2","65.2","65.2","63.1","68.9","92","92","92","62.8","81","93","30.05","30.05","30.05","30.05","30.12","2.8","30","5.4","45","11.0","45",,,,,,"0.00","1.06","67.9","67.0","67.0","65.0","68.0","6.9",
"2021-07-18 12:20:00","65.3","65.2","65.4","65.3","65.3","63.1","68.9","92","92","92","62.9","81","93","30.05","30.05","30.05","30.05","30.12","1.6","24","4.7","45","11.0","45",,,,,,"0.00","1.06","68.0","68.0","68.0","65.0","68.0","6.8",
